RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
2806,15618936,MacDonald,688,France,Female,51,5,0.0,1,1,0,1272.54,0,0,2,PLATINUM,359.38497019630495
2807,15787529,Gray,592,Spain,Male,38,3,0.0,1,1,0,699.77,0,0,2,GOLD,322.7321752471935
2808,15780128,Ogbonnaya,705,France,Male,33,10,144427.96,2,1,0,1509.1,0,0,3,PLATINUM,506.4881806627959
2809,15615991,Udegbulam,654,France,Male,42,7,99263.09,1,1,0,640.63,0,0,3,SILVER,802.2718572388812
2810,15757001,Mai,624,France,Female,32,6,79368.87,2,1,1,1604.86,0,0,3,SILVER,752.2405770621925
2811,15595388,Yeh,594,France,Female,30,2,0.0,2,1,0,450.85,0,0,5,DIAMOND,542.0115938467152
2812,15699550,Babbage,695,Spain,Female,34,2,0.0,2,1,1,2012.21,0,0,3,GOLD,753.9900809469374
2813,15581620,Franklin,597,France,Male,28,7,0.0,3,1,1,2520.15,0,0,4,SILVER,606.9295525063912
2814,15600934,Randell,758,France,Female,52,3,0.0,1,1,1,5339.66,0,1,3,PLATINUM,517.0351248329275
2815,15738672,Paterson,737,Germany,Female,40,6,162485.8,2,1,0,3966.26,0,0,3,SILVER,861.1154996684709
2816,15721307,Pickering,694,Germany,Male,37,2,95668.82,2,1,0,255.2,0,0,3,GOLD,314.04618317245337
2817,15619280,Uspensky,683,France,Male,25,6,0.0,2,1,1,1521.92,0,0,5,PLATINUM,345.0851391445079
2818,15768244,Macleod,538,Spain,Female,30,6,0.0,2,1,1,1532.72,0,0,3,GOLD,569.8697530689399
2819,15806837,Nnaife,669,France,Male,37,10,0.0,1,1,0,735.28,0,0,5,PLATINUM,856.2004233557951
2820,15643496,Randolph,730,France,Female,34,7,74197.38,2,1,1,1591.17,0,0,5,PLATINUM,637.6397306308811
2821,15813916,Kudryashova,622,France,Female,31,5,89688.94,1,1,1,1599.98,0,0,4,GOLD,361.0709688064371
2822,15626385,George,714,Spain,Female,33,8,103121.33,2,1,0,2629.35,0,0,3,PLATINUM,434.18443385755006
2823,15603582,Robertson,569,Spain,Female,34,8,0.0,1,1,0,1780.63,0,0,3,PLATINUM,334.84732648010174
2824,15764351,Yuryeva,668,Germany,Female,59,4,120170.07,1,0,0,834.17,0,0,3,DIAMOND,951.0577782404932
2825,15667938,Hurst,628,France,Male,32,6,149136.31,2,1,0,2515.72,0,0,5,GOLD,502.7807849110067
2826,15576360,Ch'iu,600,France,Male,40,10,141136.79,1,1,1,1353.11,0,0,5,SILVER,460.87146069634673
2827,15628813,King,693,France,Female,43,9,152341.55,1,1,1,708.06,0,0,5,SILVER,938.3861097080768
2828,15584190,Esposito,704,France,Male,36,7,120026.98,2,0,1,241.58,0,0,4,GOLD,634.0285569204084
2829,15716449,Fraser,527,Spain,Male,33,10,132168.28,1,0,0,881.28,0,0,4,GOLD,649.3476502036444
2830,15759913,Trentini,553,Germany,Male,43,2,85200.82,2,1,0,1625.41,0,0,5,PLATINUM,854.9637930421954
2831,15701555,Nicholls,575,Spain,Male,53,6,84903.33,2,0,0,1896.13,0,0,3,GOLD,651.8192213938106
2832,15758482,Montalvo,626,France,Female,32,6,0.0,2,0,1,221.22,0,0,5,GOLD,558.2135858153001
2833,15758171,Tien,582,France,Male,20,10,0.0,1,1,1,995.79,0,0,5,SILVER,742.4483306028186
2834,15680346,Chuang,683,Spain,Male,40,10,0.0,1,1,1,440.99,0,0,5,PLATINUM,712.8221952479829
2835,15649124,Fang,850,France,Male,30,5,121535.18,1,0,0,339.62,0,1,3,GOLD,729.4563228607294
2836,15812917,Kosisochukwu,653,Spain,Male,35,10,116662.96,2,1,1,236.98,0,0,5,DIAMOND,281.0101555289349
2837,15768455,Young,679,France,Male,60,10,0.0,2,1,0,3288.64,0,0,5,SILVER,775.5803934399403
2838,15703059,Scott,549,Germany,Female,49,1,124829.16,1,0,1,2492.87,0,0,3,DIAMOND,633.9891114595462
2839,15646196,Yeh,850,Spain,Female,36,2,155180.56,2,0,1,1350.49,0,0,4,DIAMOND,607.4305271008435
2840,15585451,Vigano,558,Germany,Female,32,6,108262.87,1,1,1,1400.83,0,0,3,PLATINUM,356.12378755380297
2841,15714057,Windradyne,528,Spain,Male,40,0,0.0,2,1,0,1874.54,0,0,4,GOLD,388.0152108455199
2842,15748473,Curnow,801,France,Male,38,9,0.0,2,1,1,1227.37,0,1,5,PLATINUM,513.478197031026
2843,15785782,Ugonna,513,Spain,Male,48,10,0.0,1,1,0,820.13,1,1,1,SILVER,1318.9412392511626
2844,15693233,De Neeve,666,Germany,Male,38,8,99812.88,2,1,1,2915.23,0,0,5,PLATINUM,562.7590915442288
2845,15757521,Ricci,606,France,Male,35,9,132164.26,1,0,0,3631.49,0,0,3,GOLD,1146.4518063946753
2846,15812513,Nnaife,599,Germany,Male,45,9,0.0,1,1,0,1204.5,0,1,2,SILVER,874.6476881180123
2847,15674950,Ebelechukwu,544,Germany,Male,39,4,142406.43,2,1,0,456.82,0,0,4,PLATINUM,1295.831784171783
2848,15678572,Keating,529,Spain,Male,38,8,0.0,2,1,0,831.17,0,1,2,DIAMOND,927.1624114255578
2849,15713608,Tuan,850,France,Female,41,6,0.0,2,1,1,1976.51,0,0,5,GOLD,338.4059463793795
2850,15579262,Shearston,497,France,Male,41,4,0.0,1,0,0,903.01,0,1,4,PLATINUM,312.3606410819538
2851,15610426,Tien,764,France,Female,39,8,81042.42,1,0,0,499.69,0,0,5,DIAMOND,612.5826474266015
2852,15776454,Hamilton,603,France,Female,48,8,0.0,1,1,0,2182.94,0,1,2,PLATINUM,594.3632867189348
2853,15771483,Arnold,609,France,Male,40,1,0.0,2,1,1,1451.48,0,0,4,DIAMOND,1233.0866887796396
2854,15648489,Ting,487,France,Male,53,6,199689.49,1,1,1,2342.6,0,0,2,SILVER,496.6074392598597
2855,15646609,Chao,748,France,Male,33,10,142645.43,1,0,1,3780.62,0,0,5,GOLD,977.5086588678475
2856,15693203,Powell,710,Spain,Female,75,6,0.0,2,1,1,2715.26,0,0,5,GOLD,529.5804209230567
2857,15813067,Williams,432,Germany,Female,45,2,0.0,1,1,1,3118.49,1,1,1,GOLD,600.4055536565313
2858,15769829,Cheng,534,Spain,Male,51,4,0.0,2,0,1,2069.45,0,0,5,GOLD,862.7619471583093
2859,15662434,Zhdanova,607,France,Male,25,1,0.0,2,0,1,1583.66,0,0,5,DIAMOND,702.8854796992919
2860,15773503,Tsai,551,Spain,Male,32,4,0.0,2,1,0,2119.47,0,0,3,DIAMOND,1106.718531290557
2861,15705890,Nebechukwu,674,France,Male,45,10,142072.02,1,1,1,1157.96,0,0,4,GOLD,797.2803294217632
2862,15711398,Fetherstonhaugh,525,France,Female,25,7,0.0,2,1,1,999.32,0,0,3,DIAMOND,834.2047530818724
2863,15752375,Ojiofor,645,Germany,Male,33,4,149564.61,1,0,1,2665.27,0,0,4,PLATINUM,951.8218960387298
2864,15659175,Severson,755,France,Female,43,5,0.0,2,1,1,573.42,0,0,4,DIAMOND,816.1040341638368
2865,15597033,Speight,708,Germany,Male,37,8,153366.13,1,1,0,2103.25,0,0,4,DIAMOND,581.9870208050429
2866,15590228,Greenwalt,715,France,Male,21,5,76467.16,1,1,1,2260.29,0,0,4,GOLD,678.1359276906942
2867,15631848,Grover,727,France,Female,26,4,121508.28,1,1,0,2263.69,0,0,4,PLATINUM,754.4361721186318
2868,15654211,Milani,559,Spain,Female,27,6,0.0,1,0,1,830.97,0,0,5,DIAMOND,527.4893372252942
2869,15707968,Akobundu,545,Spain,Male,36,8,73211.12,2,1,0,1392.6,0,1,3,PLATINUM,706.7161438570221
2870,15594084,Anderson,524,France,Male,22,7,0.0,2,1,0,3237.65,0,0,3,SILVER,780.9612867915648
2871,15651093,Chien,707,France,Female,55,10,0.0,2,0,0,2260.72,0,0,5,GOLD,685.1684269405846
2872,15798824,Kennedy,671,Spain,Male,38,5,92674.94,2,1,1,2022.73,0,0,4,SILVER,509.4917883099687
2873,15671591,Castiglione,439,Spain,Male,52,6,96196.24,4,1,1,2536.96,1,1,3,GOLD,781.5216693017211
2874,15707189,Marshall,667,Germany,Female,36,10,114391.62,1,1,1,2151.74,0,0,5,SILVER,836.1904002171383
2875,15733581,Duncan,831,Germany,Male,32,5,80262.66,1,1,1,2360.3,0,0,4,GOLD,751.5795633824268
2876,15641640,Uspenskaya,545,Spain,Female,33,5,173331.52,1,1,1,2198.89,0,0,5,DIAMOND,1118.5301069933512
2877,15585284,Thomson,604,Spain,Female,35,7,147285.52,1,1,0,1363.83,0,0,4,PLATINUM,781.63943553316
2878,15617866,Calabrese,657,Spain,Male,67,6,119785.47,2,1,0,969.28,0,0,4,PLATINUM,609.0967044046646
2879,15667751,Herrera,487,Spain,Female,36,10,140137.15,1,1,1,2587.68,0,1,5,DIAMOND,800.582179258156
2880,15669411,Muse,750,Germany,Female,52,0,107467.56,1,1,1,1768.05,1,0,1,DIAMOND,408.5108095301359
2881,15789425,Marsden,694,Germany,Female,37,9,98218.04,2,1,0,943.07,0,0,3,GOLD,762.2246748116735
2882,15570943,Artemyeva,711,Germany,Female,35,6,133607.75,1,1,0,2534.38,0,0,3,DIAMOND,730.8586343122937
2883,15685829,McKay,551,France,Male,37,0,0.0,2,1,1,557.81,0,1,3,PLATINUM,824.410141554999
2884,15721917,Chuang,559,France,Female,38,6,95139.41,1,1,1,1294.86,0,0,3,PLATINUM,336.46889773675645
2885,15776047,Nicholls,620,France,Female,29,3,0.0,2,0,0,881.29,0,0,5,SILVER,481.63170083553416
2886,15716024,Dennis,660,Spain,Male,42,3,0.0,2,1,0,1829.55,0,0,3,SILVER,681.0748263304731
2887,15675328,Knight,449,France,Female,37,10,0.0,2,1,1,2697.42,0,1,4,DIAMOND,710.0046684469756
2888,15604314,Webb,703,Germany,Female,26,9,97331.19,1,1,1,2140.79,0,0,3,DIAMOND,889.1339634605868
2889,15658339,Pugliesi,795,Germany,Male,37,5,139265.63,2,1,0,2187.12,0,0,3,PLATINUM,548.4229985369188
2890,15630402,Nebechukwu,594,France,Female,31,9,0.0,1,0,0,1068.42,0,0,5,GOLD,607.8196311271707
2891,15689616,Ward,586,Spain,Male,34,6,168094.01,1,0,0,1909.94,0,0,5,GOLD,722.8336144745133
2892,15774224,Nixon,613,Germany,Female,30,6,131563.88,2,1,0,2105.66,0,0,4,GOLD,625.4164256950515
2893,15701291,Chidubem,601,France,Male,44,7,0.0,2,1,0,1347.93,0,0,4,SILVER,592.0797558333659
2894,15719606,Rivers,657,France,Male,50,2,0.0,2,0,0,2129.01,0,0,3,GOLD,567.4489894476109
2895,15644119,Sochima,531,France,Male,31,9,0.0,1,1,1,858.83,0,0,4,DIAMOND,463.38146806668834
2896,15646859,Heydon,621,Germany,Male,47,4,107363.29,1,1,1,806.46,0,1,5,DIAMOND,286.84472775392203
2897,15606836,Lombardo,782,France,Female,33,7,94493.03,1,0,1,1100.33,0,0,3,PLATINUM,584.3849144811038
2898,15664150,Holland,528,Germany,Female,29,8,170214.23,2,1,1,1033.96,0,0,5,GOLD,312.26523850596993
2899,15624510,Tien,696,France,Male,52,3,139781.06,1,1,1,2030.93,0,0,2,DIAMOND,548.8200855067238
2900,15810944,Bryant,586,France,Female,35,10,0.0,2,1,1,174.27,0,0,4,PLATINUM,611.8317404440664
2901,15668575,Hao,626,Spain,Female,26,3,0.0,3,0,1,2469.76,1,1,3,PLATINUM,725.2767543204186
2902,15603246,Genovesi,498,France,Male,73,4,170241.7,2,1,1,1119.23,0,0,5,GOLD,336.90867824900266
2903,15804002,Kovalev,691,France,Female,33,9,128306.83,1,1,0,2066.97,0,0,4,PLATINUM,744.4524270220959
2904,15728773,Hsieh,568,France,Female,47,10,0.0,2,1,0,3020.4,0,0,4,GOLD,702.7261026464627
2905,15598044,Debellis,715,France,Female,35,3,0.0,1,1,0,1268.15,0,0,4,GOLD,627.7700003424159
2906,15694829,Chibueze,680,Germany,Male,32,10,175454.0,1,0,1,434.87,0,0,4,PLATINUM,333.8756527522156
2907,15600575,Padovano,802,Spain,Male,41,4,0.0,2,1,1,1724.52,0,0,5,DIAMOND,933.6597592794444
2908,15727311,Yen,539,France,Female,22,6,100885.93,2,1,1,2099.9,0,0,5,GOLD,943.3480191767272
2909,15570769,Kibble,494,France,Male,69,10,93320.8,1,1,0,2390.88,0,0,4,SILVER,529.6312399386541
2910,15606274,Lori,594,Germany,Male,38,7,63176.44,2,1,1,1282.85,0,0,4,GOLD,453.1220998667052
2911,15746139,Enemuo,596,France,Male,33,3,139451.67,1,0,1,2374.22,0,0,5,PLATINUM,1081.6552259513046
2912,15704987,Lu,649,France,Female,52,5,49113.75,1,1,1,611.64,0,0,5,SILVER,360.97407870066127
2913,15628972,Nebeolisa,699,Germany,Male,32,10,0.0,3,1,0,572.7,0,1,3,SILVER,548.0427401277706
2914,15697686,Stewart,787,France,Female,40,5,0.0,2,1,0,3336.08,0,0,3,SILVER,819.7843505777282
2915,15733883,Ward,604,France,Male,28,10,0.0,2,0,0,1339.44,0,0,5,SILVER,357.35249587814474
2916,15617482,Milanesi,489,Germany,Female,52,7,0.0,1,1,1,543.48,1,1,3,GOLD,464.4707505346378
2917,15704583,Chikwado,651,France,Male,56,5,0.0,1,1,0,378.35,0,1,3,GOLD,226.7868200865887
2918,15621083,Douglas,698,France,Male,57,4,136325.48,2,1,0,864.91,1,1,2,DIAMOND,182.31926704360671
2919,15649487,Sal,578,Germany,Female,38,5,113150.44,2,1,1,1947.54,1,1,5,GOLD,285.3997100477357
2920,15736760,Douglas,538,Spain,Female,42,10,0.0,1,0,0,1106.77,0,0,3,SILVER,162.34572631827683
2921,15714658,Yates,696,France,Female,33,7,0.0,2,1,1,1378.2,0,0,4,PLATINUM,540.7996209995003
2922,15599081,Watt,507,Germany,Female,46,9,102785.16,1,1,0,2850.03,0,0,3,GOLD,413.81572734232543
2923,15705113,P'an,685,Spain,Male,34,6,83264.28,1,0,0,4958.61,0,0,5,GOLD,670.2936024447762
2924,15631159,H?,705,Germany,Male,41,5,72252.64,2,1,1,1247.64,0,0,3,GOLD,777.7231096358098
2925,15792818,Perry,499,Germany,Female,29,2,148051.52,1,1,1,749.43,0,0,4,PLATINUM,748.9521629218208
2926,15633531,Lavrov,717,France,Female,76,3,138489.66,1,1,1,1485.9,0,0,5,GOLD,421.7132714398937
2927,15744529,Chiekwugo,510,France,Male,63,5,0.0,2,1,0,2184.15,0,0,3,SILVER,578.9480245491787
2928,15669656,Macdonald,632,France,Male,32,6,111589.33,1,1,0,1093.68,0,0,4,DIAMOND,395.791087196982
2929,15581198,Jenkins,668,Germany,Female,39,10,0.0,1,1,0,1883.03,0,1,2,DIAMOND,683.0474904998797
2930,15729054,Korovina,744,Germany,Male,32,7,96106.83,1,1,1,660.15,0,0,4,DIAMOND,25.38944289819472
2931,15573452,Manning,663,Germany,Male,42,0,115930.87,1,1,1,2690.54,0,0,5,DIAMOND,688.2734843957528
2932,15776733,Wilson,638,Germany,Female,37,7,124513.66,2,1,1,2374.31,0,0,4,PLATINUM,466.6147729536734
2933,15724858,Begum,688,France,Female,54,6,0.0,1,1,0,1306.33,1,1,1,GOLD,889.3845461722925
2934,15713144,Ingrassia,588,Spain,Male,46,5,0.0,1,1,0,5396.37,0,0,5,GOLD,1160.2986245865748
2935,15690188,Maclean,631,France,Male,33,5,0.0,1,1,1,2193.44,0,0,3,SILVER,686.1509822064515
2936,15689425,Olejuru,687,Spain,Male,35,0,100988.39,2,1,0,2981.44,0,0,3,SILVER,250.00591410511743
2937,15671766,Enyinnaya,599,France,Male,44,5,118577.24,1,1,1,380.23,0,0,3,SILVER,686.9678988693624
2938,15782806,Watson,718,Spain,Male,28,10,0.0,2,1,0,1194.78,0,0,4,DIAMOND,926.7308656004744
2939,15764419,Langdon,730,France,Male,27,2,0.0,2,1,1,1509.01,0,1,5,GOLD,563.3467959379365
2940,15591915,Frolov,533,France,Female,39,3,0.0,1,0,1,721.95,1,1,3,GOLD,1037.7414143844308
2941,15772798,Chikezie,711,Spain,Female,28,4,0.0,2,1,1,2580.76,0,0,5,DIAMOND,792.7915234301547
2942,15792008,Zetticci,555,Spain,Female,26,4,0.0,2,0,1,3148.9,0,0,5,SILVER,368.9533822424245
2943,15715541,Yang,850,France,Female,42,7,113311.11,1,1,1,2881.05,0,1,3,SILVER,772.1834013560936
2944,15639277,Lin,678,France,Female,41,8,0.0,1,0,1,1185.07,0,0,5,DIAMOND,591.0789128394525
2945,15798850,Goddard,576,France,Male,32,10,0.0,2,1,1,833.12,0,0,3,PLATINUM,828.3372967468
2946,15776348,Rogers,835,Germany,Male,20,0,124365.42,1,0,0,1543.77,0,0,2,GOLD,136.2101351373064
2947,15727696,Zubareva,592,France,Male,42,1,147249.29,2,1,0,1006.71,0,0,3,GOLD,993.8021165728368
2948,15793813,Onochie,774,France,Male,36,4,103688.19,1,0,0,852.31,0,0,3,SILVER,412.5122790379552
2949,15694395,Ts'ui,620,France,Female,29,7,138740.24,2,0,1,1294.72,0,0,4,SILVER,748.7008513642304
2950,15764195,Newsom,519,Spain,Male,39,10,111900.14,1,1,1,2077.89,0,0,3,PLATINUM,425.5888367729427
2951,15744919,Genovese,734,Spain,Female,37,5,152760.24,1,1,0,4070.26,0,0,5,DIAMOND,854.2178039189581
2952,15671655,Thorpe,763,Germany,Male,31,3,0.0,2,1,0,1788.53,0,0,2,DIAMOND,660.9616621311203
2953,15654901,Horton,733,France,Male,51,9,141556.96,1,1,0,2975.58,0,0,4,SILVER,649.805620547238
2954,15649136,Williamson,650,France,Female,43,5,0.0,2,1,1,1295.6,0,0,4,GOLD,552.4577015189757
2955,15775562,Shoobridge,538,France,Female,33,6,0.0,2,1,0,3055.08,0,0,4,DIAMOND,457.4847710072123
2956,15807481,Peng,577,France,Female,46,10,0.0,1,1,0,2839.64,0,0,3,SILVER,585.2781378595665
2957,15642885,Gray,792,France,Male,30,8,0.0,2,1,1,2089.26,0,0,5,SILVER,509.0451318075465
2958,15789109,Watson,686,France,Female,41,8,0.0,1,1,0,4020.92,1,1,1,GOLD,526.6597225252341
2959,15814004,Fyodorova,589,France,Male,29,0,0.0,2,0,1,955.23,0,0,4,DIAMOND,501.0267016370392
2960,15673619,Bazhenov,530,France,Male,25,10,162560.32,1,1,1,2267.11,0,0,4,SILVER,357.46967200736555
2961,15595135,Solomon,778,Germany,Female,29,7,123229.46,1,1,1,1970.14,0,0,4,PLATINUM,695.6429988478238
2962,15583681,Layh,616,Spain,Male,31,6,76665.71,2,1,1,1983.38,0,0,3,GOLD,360.0943311346689
2963,15605000,John,550,France,Male,38,6,0.0,3,1,0,1541.25,1,1,2,GOLD,375.88218872293913
2964,15718071,Tuan,655,France,Female,51,8,0.0,2,0,0,1274.05,0,0,3,SILVER,310.9547223374248
2965,15679760,Slattery,721,France,Male,46,1,115764.32,2,0,0,2178.98,0,0,5,DIAMOND,454.5007144224196
2966,15654574,Onyekachi,499,Germany,Male,36,7,131142.53,2,1,0,2041.26,0,0,3,PLATINUM,445.4350252133968
2967,15577178,Genovese,511,France,Male,45,5,68375.27,1,1,1,2361.2,0,0,3,DIAMOND,738.3582269453768
2968,15595324,Daniels,579,Germany,Female,39,9,0.0,3,0,0,2329.06,1,0,1,GOLD,623.6989037376294
2969,15756932,Caldwell,696,Spain,Female,36,10,0.0,2,1,0,2276.72,0,0,5,PLATINUM,491.6464841918989
2970,15726358,Chiemenam,681,France,Male,34,5,0.0,2,0,0,859.14,0,0,3,DIAMOND,558.5983108824074
2971,15595228,Wanliss,815,France,Male,45,8,0.0,1,0,1,1576.12,0,0,3,SILVER,723.4114455130085
2972,15782530,Bruce,681,Spain,Male,30,7,111093.01,1,1,0,1588.87,0,0,4,PLATINUM,764.5852847711529
2973,15592877,Wright,641,Spain,Male,42,8,132657.55,1,1,0,1461.04,0,0,4,GOLD,857.0315664077796
2974,15651983,Fang,591,France,Female,56,5,128882.49,1,1,0,2862.86,0,1,2,DIAMOND,633.8426479732913
2975,15746737,Eames,565,Germany,Male,59,9,69129.59,1,1,1,3165.4,0,0,4,PLATINUM,651.4231994895061
2976,15774179,Sutherland,487,France,Male,37,9,0.0,2,1,1,3029.14,0,0,4,SILVER,620.6833537439474
2977,15667265,Cavenagh,729,France,Male,39,7,121404.64,1,1,1,2523.52,0,0,4,GOLD,318.1390555889768
2978,15655123,Dumetolisa,505,Spain,Female,45,5,131355.3,3,1,1,2618.9,0,0,1,PLATINUM,813.251972614649
2979,15595917,Mackay,580,France,Female,35,1,102097.33,1,0,1,1538.54,0,0,5,DIAMOND,370.4489352216186
2980,15668385,Dellucci,642,France,Male,40,3,154863.15,1,1,1,1007.6,0,0,5,SILVER,762.9670159853223
2981,15709476,Kenyon,850,Spain,Female,41,4,99945.93,2,1,0,625.31,0,0,5,GOLD,845.4806412709513
2982,15711218,Parry,616,Germany,Male,39,8,121704.32,2,1,0,1301.54,0,0,3,PLATINUM,692.1818639861692
2983,15798659,Kennedy,526,Spain,Female,43,6,0.0,2,1,0,2640.0,0,0,5,PLATINUM,484.3917297654546
2984,15663939,Arnott,523,Germany,Male,35,4,138782.76,1,1,1,3461.61,0,0,3,DIAMOND,607.1894981229772
2985,15694946,Hanson,663,France,Male,35,10,0.0,2,1,1,2650.38,0,0,3,DIAMOND,408.0709747570637
2986,15631912,T'ao,840,France,Male,30,8,136291.71,1,1,1,1139.08,0,1,5,PLATINUM,619.9015093377486
2987,15768816,Shen,570,Germany,Male,42,6,107856.57,2,1,0,1657.7,0,0,5,PLATINUM,611.950683522442
2988,15682268,Steere,676,Germany,Female,26,4,108348.66,1,0,0,278.36,0,0,2,SILVER,223.9637468017604
2989,15684801,Abbott,689,France,Male,47,8,93871.95,3,1,0,1929.26,0,1,2,DIAMOND,529.2862046101191
2990,15636428,Sutherland,703,Spain,Female,45,6,0.0,1,1,0,2608.49,0,0,3,SILVER,433.64407123936985
2991,15809823,Thurgood,491,Germany,Male,19,7,125860.2,1,0,1,4129.6,0,0,5,SILVER,447.34647347359606
2992,15699284,Johnson,584,France,Male,49,5,172713.44,1,1,1,3001.83,0,0,5,DIAMOND,772.5666607041259
2993,15786993,Lung,810,France,Female,51,10,0.0,2,0,0,1970.43,0,0,5,DIAMOND,577.8698476296711
2994,15709441,Cocci,745,Spain,Female,59,10,0.0,1,1,0,1969.31,0,0,3,DIAMOND,638.376112446522
2995,15710257,Matveyeva,625,France,Female,39,3,130786.92,1,0,1,2041.59,0,0,4,DIAMOND,642.193887740777
2996,15582492,Moore,535,France,Female,29,2,112367.34,1,1,0,2053.99,0,0,5,PLATINUM,616.0981818700907
2997,15575694,Yobachukwu,729,Spain,Female,45,10,91091.06,2,1,0,2476.35,0,0,3,PLATINUM,550.267953933662
2998,15756820,Fleming,655,France,Female,26,6,106198.5,1,0,1,2219.0,0,0,4,DIAMOND,715.3112023229212
2999,15766289,Dickinson,751,France,Male,47,10,142669.93,2,1,0,1416.57,0,0,5,PLATINUM,606.053588372331
3000,15593014,Evseyev,525,France,Male,33,8,112833.35,1,0,1,1474.97,0,0,5,PLATINUM,611.100180628808
3001,15584545,Aksenov,532,France,Female,40,6,0.0,2,0,1,1885.2,0,0,4,DIAMOND,739.1863250958694
3002,15675949,Fleming,696,Spain,Female,43,9,0.0,2,1,1,1221.79,0,1,5,DIAMOND,632.3306789774186
3003,15672091,Ulyanov,786,Germany,Female,32,0,104336.43,2,0,1,1608.62,0,0,5,GOLD,669.1824559220007
3004,15801658,Summers,580,France,Male,55,6,104305.74,1,0,1,1453.68,0,0,5,GOLD,618.714081202942
3005,15706185,Clements,596,Germany,Male,47,10,140187.1,2,1,1,937.75,0,0,4,PLATINUM,719.6296515809784
3006,15789863,Kazakova,683,France,Male,39,8,0.0,2,1,0,2594.9,0,0,5,GOLD,590.4725685023443
3007,15720943,Pirozzi,747,France,Female,45,9,0.0,1,1,1,1129.87,0,0,1,DIAMOND,725.1765197336349
3008,15697997,Jamieson,602,France,Male,33,6,0.0,1,0,0,853.56,1,1,1,SILVER,438.6900571186467
3009,15665416,Ferri,779,France,Male,62,4,119096.55,1,0,0,559.62,0,0,5,GOLD,667.3479643771439
3010,15660200,Mai,551,France,Male,31,2,0.0,2,1,1,1046.34,0,0,5,SILVER,945.1812144418876
3011,15619653,Hannaford,666,France,Male,47,4,0.0,1,1,0,1097.75,0,1,3,GOLD,758.4311019187868
3012,15773447,Fomin,526,Spain,Male,30,7,0.0,1,1,0,2859.21,0,0,4,DIAMOND,638.0062358376498
3013,15739160,Mahon,849,France,Female,41,10,115465.28,1,1,0,4261.66,0,0,4,GOLD,575.7574794661624
3014,15689237,Shaw,471,France,Female,27,3,0.0,2,1,0,1649.33,0,1,4,PLATINUM,460.5027182260635
3015,15679297,Volkova,628,Spain,Male,43,6,184926.61,1,1,1,1184.63,0,0,3,GOLD,421.8378211510672
3016,15591433,Miles,674,Germany,Male,43,6,85957.88,2,1,1,1922.0,0,0,3,GOLD,378.2237604147237
3017,15642725,Madison,797,France,Male,32,10,114084.6,1,0,0,924.22,0,0,3,SILVER,271.6496483759287
3018,15701962,Scott,590,Spain,Female,29,4,166930.76,2,1,1,350.83,0,0,3,SILVER,91.75209154286097
3019,15811613,Voss,588,France,Female,27,8,0.0,1,1,1,1060.79,0,0,5,DIAMOND,889.5955434502182
3020,15741049,Colebatch,577,France,Male,29,8,0.0,2,1,1,1793.78,0,0,5,GOLD,536.5054896500485
3021,15724423,Wilson,571,France,Female,38,7,107193.82,2,0,1,2586.67,0,1,4,PLATINUM,216.2961141903001
3022,15574305,T'ang,680,France,Male,36,8,116275.12,1,1,1,2441.4,0,0,4,GOLD,265.72657097271025
3023,15678168,Gibson,648,Spain,Female,27,10,0.0,2,1,0,1829.48,0,1,4,DIAMOND,607.9551937961829
3024,15697020,Hs?eh,618,France,Male,39,7,91068.56,1,1,0,882.57,0,0,4,GOLD,516.4415408446127
3025,15610801,Pan,648,Germany,Male,41,7,123049.21,1,0,1,2286.14,0,0,4,DIAMOND,819.9996017837847
3026,15745232,Chikelu,759,France,Female,39,8,0.0,2,1,1,2807.28,0,1,5,SILVER,809.9221118016083
3027,15722758,Allan,585,France,Male,40,3,0.0,2,0,1,1943.11,0,1,5,SILVER,374.4605855783889
3028,15792102,Yefremova,774,France,Female,42,9,137781.65,1,0,0,3089.23,0,0,3,SILVER,646.4555743290647
3029,15675185,Chuang,697,Germany,Female,48,6,108128.96,2,1,1,1772.19,0,0,5,SILVER,523.4208830698019
3030,15801247,Fan,605,Spain,Male,39,8,105317.73,2,1,1,564.71,0,0,3,PLATINUM,905.483038799774
3031,15725660,Dellucci,676,France,Male,20,10,80569.73,1,0,1,2249.52,0,0,4,DIAMOND,549.6090860454487
3032,15638963,Garran,678,France,Female,22,0,174852.89,1,1,1,2882.25,0,0,4,PLATINUM,885.1057841416712
3033,15800061,Moretti,495,Spain,Female,45,2,89158.94,3,1,0,3125.77,0,0,2,PLATINUM,294.7578097730873
3034,15578006,Yao,787,France,Female,85,10,0.0,2,1,1,1401.18,0,0,3,GOLD,517.9090377218142
3035,15668504,Lucchesi,770,France,Male,36,5,89800.14,1,1,1,1744.15,0,0,5,SILVER,666.2494376464231
3036,15687491,Nkemdilim,817,Germany,Male,45,1,0.0,1,0,0,3403.36,1,1,1,SILVER,713.108031528416
3037,15610403,Anderson,659,France,Male,43,10,106086.42,2,1,1,1015.96,0,0,5,GOLD,734.4877568589263
3038,15741094,Sagese,693,France,Male,21,4,0.0,2,1,1,1297.64,0,0,4,PLATINUM,392.8707993002348
